epoch,train_loss,train_nll,train_mmd,train_graph_l1,train_acyclicity,val_mse,val_mae,val_mmd,val_energy_distance,val_mean_gene_correlation,val_coverage_90
14.0,-0.9267000059286753,-0.9594229161739349,0.13081920519471169,0.0357464204231898,0.002590815226236979,0.05832095444202423,0.1792783960700035,0.13834087178111076,0.40205465257167816,0.7611287934574164,0.9521484375
15.0,-0.9440677861372629,-0.9769140680631002,0.13131252924601236,0.035814002777139343,0.002589543660481771,0.05887887068092823,0.18091797828674316,0.13931620493531227,0.41210661828517914,0.763856275381037,0.9549560546875
16.0,-0.9600383043289185,-0.9915614823500315,0.12601923818389574,0.03619210049510002,0.0026880900065104165,0.057488080114126205,0.17827383428812027,0.1397651955485344,0.4054085910320282,0.7726261838050532,0.9556884765625
17.0,-0.9770002464453379,-1.0087463061014812,0.1269105114042759,0.03635874638954798,0.0027300516764322915,0.05585737153887749,0.17280687391757965,0.1268821582198143,0.3793485015630722,0.7798761997713859,0.9493815004825592
18.0,-1.002132813135783,-1.0325881640116374,0.1217472143471241,0.03660358985265096,0.0028171539306640625,0.055668752640485764,0.17300397157669067,0.11947358772158623,0.37029486894607544,0.7910718015172586,0.9409586787223816
19.0,-1.014975478251775,-1.0450364251931508,0.120169202486674,0.03681287169456482,0.0028826395670572915,0.052564553916454315,0.16698503494262695,0.12304110452532768,0.36186468601226807,0.805848351007374,0.9514974057674408
20.0,-1.0502766172091167,-1.0786741971969604,0.11351531371474266,0.037038574616114296,0.002941131591796875,0.0510974433273077,0.16423191130161285,0.11892000958323479,0.3510331064462662,0.815589534480373,0.9469400942325592
21.0,-1.0720058878262837,-1.0998836755752563,0.11143558472394943,0.037168321510156,0.002990086873372396,0.05043957568705082,0.1609451100230217,0.1117488481104374,0.341632604598999,0.8207382332453027,0.9480794370174408
22.0,-1.0809558828671773,-1.1091122229894002,0.11254984512925148,0.03711045905947685,0.0029932657877604165,0.04883828945457935,0.15747693181037903,0.10492393001914024,0.32373033463954926,0.8296106073428082,0.9450886845588684
23.0,-1.0900554458300273,-1.1177671750386555,0.11077107737461726,0.03722544262806574,0.00304412841796875,0.04741524159908295,0.1578659638762474,0.11678573489189148,0.34575946629047394,0.837806664222212,0.9503580629825592
24.0,-1.1170408725738525,-1.143528441588084,0.10587404544154803,0.037400877103209496,0.003067652384440104,0.04550911486148834,0.15567605197429657,0.11214306578040123,0.3371358662843704,0.8480508037045862,0.9519856572151184
25.0,-1.142167369524638,-1.1672421892484028,0.10022335623701413,0.03737314728399118,0.0030530293782552085,0.04300948046147823,0.1516895294189453,0.10363274440169334,0.3220743015408516,0.8571207713921516,0.9422200620174408
26.0,-1.1629761854807537,-1.1874120036760967,0.09766693040728569,0.037371704975763954,0.00307464599609375,0.040335314348340034,0.14542701095342636,0.09260505810379982,0.29428473860025406,0.8634344104745806,0.939697265625
27.0,-1.193725009759267,-1.2155747016270955,0.08732214197516441,0.03755228407680988,0.0031369527180989585,0.03815438598394394,0.14170267432928085,0.08901208639144897,0.28513773530721664,0.8690180021943348,0.9380289614200592
28.0,-1.2048171559969585,-1.2261319557825725,0.08518296976884206,0.037447707106669746,0.0031038920084635415,0.03724725730717182,0.14063294231891632,0.08926524594426155,0.2836676314473152,0.8742506085316395,0.9433186948299408
